id,peso,beneficio
8126,193,154
8127,101,80
8128,20,16
8129,175,140
8130,235,188
8131,301,240
8132,173,138
8133,265,212
8134,451,360
8135,251,200
8136,197,157
8137,52,41
8138,352,281
8139,234,187
8140,446,356
8141,419,335
8142,350,280
8143,417,333
8144,474,379
8145,282,225
8146,472,377
8147,188,150
8148,115,92
8149,162,129
8150,38,30
8151,129,103
8152,340,272
8153,195,156
8154,454,363
8155,408,326
8156,296,236
8157,174,139
8158,291,232
8159,171,136
8160,487,389
8161,385,308
8162,313,250
8163,335,268
8164,346,276
8165,306,244
8166,34,27
8167,371,296
8168,94,75
8169,387,309
8170,192,153
8171,173,138
8172,340,272
8173,421,336
8174,189,151
8175,300,240
8176,162,129
8177,478,382
8178,232,185
8179,365,292
8180,377,301
8181,451,360
8182,248,198
8183,381,304
8184,19,15
8185,442,353
8186,477,381
8187,119,95
8188,295,236
8189,430,344
8190,470,376
8191,35,28
8192,117,93
8193,79,63
8194,17,13
8195,398,318
8196,155,124
8197,360,288
8198,369,295
8199,220,176
8200,414,331
8201,460,368
8202,40,32
8203,448,358
8204,32,25
8205,339,271
8206,431,344
8207,381,304
8208,422,337
8209,327,261
8210,180,144
8211,456,364
8212,346,276
8213,17,13
8214,192,153
8215,288,230
8216,291,232
8217,399,319
8218,243,194
8219,431,344
8220,110,88
8221,278,222
8222,184,147
8223,142,113
8224,63,50
8225,143,114
8226,151,120
8227,17,13
8228,322,257
8229,185,148
8230,297,237
8231,428,342
8232,483,386
8233,340,272
8234,382,305
8235,13,10
8236,148,118
8237,490,392
8238,37,29
8239,200,160
8240,296,236
8241,21,16
8242,110,88
8243,124,99
8244,105,84
8245,323,258
8246,83,66
8247,313,250
8248,206,164
8249,97,77
8250,260,208
8251,396,316
8252,433,346
8253,179,143
8254,116,92
8255,75,60
8256,16,12
8257,86,68
8258,307,245
8259,17,13
8260,247,197
8261,315,252
8262,176,140
8263,494,395
8264,78,62
8265,186,148
8266,117,93
8267,245,196
8268,85,68
8269,396,316
8270,304,243
8271,179,143
8272,268,214
8273,446,356
8274,97,77
8275,161,128
8276,352,281
8277,278,222
8278,318,254
8279,346,276
8280,422,337
8281,315,252
8282,401,320
8283,347,277
8284,132,105
8285,268,214
8286,33,26
8287,438,350
8288,164,131
8289,188,150
8290,478,382
8291,498,398
8292,366,292
8293,96,76
8294,165,132
8295,424,339
8296,371,296
8297,448,358
8298,86,68
8299,440,352
8300,495,396
8301,167,133
8302,379,303
8303,210,168
8304,98,78
8305,387,309
8306,334,267
8307,305,244
8308,396,316
8309,414,331
8310,380,304
8311,80,64
8312,56,44
8313,390,312
8314,467,373
8315,269,215
8316,272,217
8317,422,337
8318,73,58
8319,265,212
8320,369,295
8321,440,352
8322,31,24
8323,52,41
8324,456,364
8325,372,297
8326,266,212
8327,363,290
8328,126,100
8329,356,284
8330,404,323
8331,41,32
8332,222,177
8333,449,359
8334,81,64
8335,454,363
8336,483,386
8337,18,14
8338,207,165
8339,346,276
8340,484,387
8341,314,251
8342,368,294
8343,139,111
8344,18,14
8345,330,264
8346,136,108
8347,230,184
8348,304,243
8349,234,187
8350,53,42
8351,190,152
8352,465,372
8353,465,372
8354,412,329
8355,375,300
8356,310,248
8357,330,264
8358,300,240
8359,475,380
8360,36,28
8361,242,193
8362,198,158
8363,65,52
8364,84,67
8365,392,313
8366,331,264
8367,60,48
8368,307,245
8369,326,260
8370,36,28
8371,399,319
8372,225,180
8373,140,112
8374,431,344
8375,10,8
8376,416,332
8377,235,188
8378,298,238
8379,474,379
8380,494,395
8381,478,382
8382,321,256
8383,216,172
8384,463,370
8385,56,44
8386,410,328
8387,243,194
8388,61,48
8389,262,209
8390,185,148
8391,367,293
8392,178,142
8393,396,316
8394,215,172
8395,446,356
8396,189,151
8397,17,13
8398,199,159
8399,81,64
8400,492,393
8401,236,188
8402,372,297
8403,63,50
8404,73,58
8405,330,264
8406,143,114
8407,480,384
8408,405,324
8409,424,339
8410,55,44
8411,295,236
8412,386,308
8413,471,376
8414,356,284
8415,376,300
8416,305,244
8417,264,211
8418,38,30
8419,112,89
8420,231,184
8421,250,200
8422,112,89
8423,185,148
8424,16,12
8425,190,152
8426,330,264
8427,304,243
8428,417,333
8429,449,359
8430,386,308
8431,489,391
8432,198,158
8433,247,197
8434,147,117
8435,154,123
8436,201,160
8437,301,240
8438,172,137
8439,123,98
8440,315,252
8441,161,128
8442,352,281
8443,325,260
8444,246,196
8445,86,68
8446,143,114
8447,156,124
8448,197,157
8449,345,276
8450,97,77
8451,131,104
8452,20,16
8453,246,196
8454,308,246
8455,288,230
8456,474,379
8457,295,236
8458,225,180
8459,22,17
8460,142,113
8461,218,174
8462,374,299
8463,77,61
8464,469,375
8465,175,140
8466,157,125
8467,472,377
8468,180,144
8469,279,223
8470,185,148
8471,424,339
8472,222,177
8473,477,381
8474,378,302
8475,360,288
8476,155,124
8477,256,204
8478,477,381
8479,276,220
8480,218,174
8481,400,320
8482,390,312
8483,407,325
8484,114,91
8485,374,299
8486,423,338
8487,306,244
8488,463,370
8489,132,105
8490,13,10
8491,127,101
8492,31,24
8493,28,22
8494,322,257
8495,235,188
8496,451,360
8497,363,290
8498,166,132
8499,231,184
8500,468,374
8501,343,274
8502,336,268
8503,246,196
8504,271,216
8505,186,148
8506,302,241
8507,174,139
8508,249,199
8509,497,397
8510,463,370
8511,365,292
8512,41,32
8513,373,298
8514,41,32
8515,12,9
8516,154,123
8517,445,356
8518,390,312
8519,480,384
8520,381,304
8521,338,270
8522,444,355
8523,181,144
8524,150,120
8525,292,233
8526,251,200
8527,428,342
8528,159,127
8529,315,252
8530,436,348
8531,439,351
8532,385,308
8533,57,45
8534,15,12
8535,109,87
8536,160,128
8537,234,187
8538,358,286
8539,246,196
8540,99,79
8541,480,384
8542,344,275
8543,205,164
8544,330,264
8545,185,148
8546,248,198
8547,324,259
8548,445,356
8549,108,86
8550,354,283
8551,347,277
8552,275,220
8553,478,382
8554,26,20
8555,347,277
8556,189,151
8557,36,28
8558,268,214
8559,446,356
8560,472,377
8561,481,384
8562,174,139
8563,291,232
8564,304,243
8565,250,200
8566,362,289
8567,350,280
8568,377,301
8569,251,200
8570,29,23
8571,255,204
8572,303,242
8573,103,82
8574,226,180
8575,309,247
8576,470,376
8577,352,281
8578,183,146
8579,485,388
8580,78,62
8581,420,336
8582,334,267
8583,179,143
8584,162,129
8585,394,315
8586,193,154
8587,53,42
8588,499,399
8589,74,59
8590,393,314
8591,258,206
8592,93,74
8593,251,200
8594,49,39
8595,209,167
8596,349,279
8597,47,37
8598,408,326
8599,148,118
8600,459,367
8601,51,40
8602,137,109
8603,372,297
8604,106,84
8605,182,145
8606,313,250
8607,312,249
8608,397,317
8609,268,214
8610,474,379
8611,162,129
8612,345,276
8613,232,185
8614,261,208
8615,236,188
8616,474,379
8617,316,252
8618,384,307
8619,102,81
8620,207,165
8621,135,108
8622,121,96
8623,473,378
8624,386,308
8625,33,26
8626,357,285
8627,57,45
8628,158,126
8629,69,55
8630,491,392
8631,148,118
8632,388,310
8633,129,103
8634,499,399
8635,74,59
8636,37,29
8637,222,177
8638,251,200
8639,337,269
8640,495,396
8641,273,218
8642,302,241
8643,28,22
8644,456,364
8645,319,255
8646,90,72
8647,171,136
8648,140,112
8649,12,9
8650,492,393
8651,160,128
8652,182,145
8653,362,289
8654,164,131
8655,275,220
8656,349,279
8657,13,10
8658,248,198
8659,426,340
8660,465,372
8661,347,277
8662,439,351
8663,486,388
8664,126,100
8665,210,168
8666,63,50
8667,297,237
8668,263,210
8669,431,344
8670,169,135
8671,268,214
8672,93,74
8673,119,95
8674,98,78
8675,398,318
8676,317,253
8677,213,170
8678,177,141
8679,473,378
8680,11,8
8681,305,244
8682,325,260
8683,157,125
8684,63,50
8685,40,32
8686,221,176
8687,425,340
8688,298,238
8689,144,115
8690,450,360
8691,96,76
8692,432,345
8693,187,149
8694,95,76
8695,393,314
8696,149,119
8697,199,159
8698,408,326
8699,81,64
8700,421,336
8701,461,368
8702,417,333
8703,178,142
8704,499,399
8705,93,74
8706,255,204
8707,49,39
8708,362,289
8709,129,103
8710,186,148
8711,229,183
8712,79,63
8713,399,319
8714,69,55
8715,421,336
8716,415,332
8717,412,329
8718,158,126
8719,59,47
8720,107,85
8721,53,42
8722,280,224
8723,45,36
8724,485,388
8725,458,366
8726,498,398
8727,455,364
8728,157,125
8729,264,211
8730,229,183
8731,317,253
8732,287,229
8733,305,244
8734,141,112
8735,398,318
8736,445,356
8737,422,337
8738,423,338
8739,133,106
8740,177,141
8741,357,285
8742,232,185
8743,272,217
8744,272,217
8745,424,339
8746,137,109
8747,125,100
8748,438,350
8749,406,324
8750,265,212
8751,279,223
8752,456,364
8753,203,162
8754,127,101
8755,20,16
8756,292,233
8757,18,14
8758,55,44
8759,70,56
8760,187,149
8761,232,185
8762,454,363
8763,56,44
8764,16,12
8765,250,200
8766,97,77
8767,277,221
8768,267,213
8769,153,122
8770,485,388
8771,415,332
8772,389,311
8773,200,160
8774,404,323
8775,329,263
8776,248,198
8777,404,323
8778,446,356
8779,79,63
8780,202,161
8781,498,398
8782,345,276
8783,94,75
8784,20,16
8785,279,223
8786,357,285
8787,53,42
8788,165,132
8789,282,225
8790,271,216
8791,322,257
8792,293,234
8793,264,211
8794,101,80
8795,312,249
8796,214,171
8797,74,59
8798,143,114
8799,457,365
8800,36,28
8801,275,220
8802,141,112
8803,275,220
8804,255,204
8805,391,312
8806,387,309
8807,62,49
8808,441,352
8809,109,87
8810,251,200
8811,269,215
8812,40,32
8813,43,34
8814,290,232
8815,209,167
8816,218,174
8817,22,17
8818,495,396
8819,370,296
8820,86,68
8821,28,22
8822,350,280
8823,138,110
8824,134,107
8825,486,388
8826,63,50
8827,304,243
8828,171,136
8829,71,56
8830,271,216
8831,445,356
8832,15,12
8833,289,231
8834,455,364
8835,152,121
8836,103,82
8837,272,217
8838,33,26
8839,158,126
8840,159,127
8841,499,399
8842,271,216
8843,357,285
8844,230,184
8845,247,197
8846,449,359
8847,252,201
8848,84,67
8849,369,295
8850,174,139
8851,44,35
8852,319,255
8853,182,145
8854,86,68
8855,264,211
8856,125,100
8857,82,65
8858,365,292
8859,358,286
8860,87,69
8861,432,345
8862,326,260
8863,67,53
8864,137,109
8865,142,113
8866,296,236
8867,386,308
8868,479,383
8869,491,392
8870,423,338
8871,354,283
8872,226,180
8873,363,290
8874,367,293
8875,113,90
8876,201,160
8877,108,86
8878,356,284
8879,62,49
8880,217,173
8881,241,192
8882,332,265
8883,498,398
8884,173,138
8885,102,81
8886,457,365
8887,350,280
8888,286,228
8889,98,78
8890,280,224
8891,257,205
8892,182,145
8893,183,146
8894,146,116
8895,253,202
8896,259,207
8897,398,318
8898,219,175
8899,336,268
8900,27,21
8901,385,308
8902,136,108
8903,78,62
8904,458,366
8905,48,38
8906,99,79
8907,369,295
8908,433,346
8909,239,191
8910,496,396
8911,319,255
8912,226,180
8913,167,133
8914,453,362
8915,485,388
8916,138,110
8917,376,300
8918,365,292
8919,420,336
8920,148,118
8921,53,42
8922,234,187
8923,329,263
8924,421,336
8925,252,201
8926,133,106
8927,193,154
8928,86,68
8929,416,332
8930,244,195
8931,57,45
8932,294,235
8933,263,210
8934,490,392
8935,329,263
8936,173,138
8937,111,88
8938,301,240
8939,365,292
8940,357,285
8941,46,36
8942,11,8
8943,302,241
8944,243,194
8945,490,392
8946,166,132
8947,133,106
8948,495,396
8949,433,346
8950,68,54
8951,476,380
8952,458,366
8953,154,123
8954,380,304
8955,259,207
8956,242,193
8957,23,18
8958,219,175
8959,421,336
8960,364,291
8961,87,69
8962,279,223
8963,417,333
8964,424,339
8965,60,48
8966,298,238
8967,154,123
8968,297,237
8969,459,367
8970,462,369
8971,346,276
8972,408,326
8973,262,209
8974,393,314
8975,450,360
8976,288,230
8977,428,342
8978,288,230
8979,22,17
8980,204,163
8981,250,200
8982,212,169
8983,207,165
8984,79,63
8985,117,93
8986,143,114
8987,177,141
8988,215,172
8989,147,117
8990,221,176
8991,229,183
8992,292,233
8993,156,124
8994,225,180
8995,372,297
8996,105,84
8997,180,144
8998,13,10
8999,64,51
9000,276,220
9001,432,345
9002,218,174
9003,307,245
9004,435,348
9005,419,335
9006,466,372
9007,309,247
9008,352,281
9009,123,98
9010,45,36
9011,347,277
9012,273,218
9013,271,216
9014,419,335
9015,494,395
9016,78,62
9017,343,274
9018,439,351
9019,107,85
9020,75,60
9021,482,385
9022,340,272
9023,83,66
9024,37,29
9025,70,56
9026,72,57
9027,401,320
9028,329,263
9029,300,240
9030,26,20
9031,226,180
9032,96,76
9033,72,57
9034,367,293
9035,369,295
9036,281,224
9037,315,252
9038,197,157
9039,121,96
9040,335,268
9041,380,304
9042,355,284
9043,397,317
9044,276,220
9045,484,387
9046,117,93
9047,100,80
9048,85,68
9049,399,319
9050,110,88
9051,374,299
9052,385,308
9053,216,172
9054,292,233
9055,199,159
9056,169,135
9057,357,285
9058,278,222
9059,215,172
9060,494,395
9061,94,75
9062,29,23
9063,382,305
9064,12,9
9065,239,191
9066,297,237
9067,488,390
9068,362,289
9069,135,108
9070,441,352
9071,447,357
9072,246,196
9073,385,308
9074,17,13
9075,411,328
9076,23,18
9077,367,293
9078,123,98
9079,98,78
9080,482,385
9081,360,288
9082,235,188
9083,275,220
9084,93,74
9085,309,247
9086,390,312
9087,205,164
9088,250,200
9089,106,84
9090,170,136
9091,211,168
9092,31,24
9093,260,208
9094,11,8
9095,179,143
9096,400,320
9097,116,92
9098,470,376
9099,136,108
9100,442,353
9101,393,314
9102,180,144
9103,104,83
9104,214,171
9105,239,191
9106,244,195
9107,441,352
9108,249,199
9109,390,312
9110,134,107
9111,186,148
9112,458,366
9113,115,92
9114,14,11
9115,222,177
9116,370,296
9117,343,274
9118,213,170
9119,47,37
9120,451,360
9121,142,113
9122,231,184
9123,325,260
9124,112,89
9125,343,274
9126,181,144
9127,433,346
9128,48,38
9129,294,235
9130,332,265
9131,128,102
9132,422,337
9133,164,131
9134,103,82
9135,332,265
9136,85,68
9137,137,109
9138,485,388
9139,482,385
9140,453,362
9141,330,264
9142,415,332
9143,154,123
9144,359,287
9145,132,105
9146,122,97
9147,250,200
9148,164,131
9149,100,80
9150,71,56
9151,85,68
9152,494,395
9153,393,314
9154,469,375
9155,103,82
9156,58,46
9157,373,298
9158,211,168
9159,166,132
9160,154,123
9161,259,207
9162,219,175
9163,61,48
9164,414,331
9165,72,57
9166,374,299
9167,256,204
9168,10,8
9169,274,219
9170,289,231
9171,407,325
9172,307,245
9173,131,104
9174,166,132
9175,469,375
9176,349,279
9177,328,262
9178,205,164
9179,330,264
9180,287,229
9181,214,171
9182,14,11
9183,318,254
9184,166,132
9185,324,259
9186,12,9
9187,197,157
9188,470,376
9189,393,314
9190,406,324
9191,17,13
9192,280,224
9193,123,98
9194,414,331
9195,422,337
9196,276,220
9197,84,67
9198,238,190
9199,34,27
9200,383,306
9201,318,254
9202,353,282
9203,257,205
9204,77,61
9205,239,191
9206,84,67
9207,147,117
9208,186,148
9209,115,92
9210,193,154
9211,90,72
9212,95,76
9213,481,384
9214,402,321
9215,312,249
9216,437,349
9217,187,149
9218,380,304
9219,217,173
9220,19,15
9221,290,232
9222,408,326
9223,68,54
9224,59,47
9225,220,176
9226,185,148
9227,100,80
9228,209,167
9229,287,229
9230,78,62
9231,489,391
9232,16,12
9233,256,204
9234,218,174
9235,151,120
9236,187,149
9237,145,116
9238,119,95
9239,218,174
9240,277,221
9241,433,346
9242,51,40
9243,44,35
9244,157,125
9245,185,148
9246,190,152
9247,127,101
9248,487,389
9249,54,43
9250,337,269
9251,396,316
9252,249,199
9253,32,25
9254,177,141
9255,278,222
9256,366,292
9257,412,329
9258,68,54
9259,373,298
9260,354,283
9261,194,155
9262,63,50
9263,338,270
9264,411,328
9265,300,240
9266,50,40
9267,430,344
9268,86,68
9269,437,349
9270,191,152
9271,138,110
9272,452,361
9273,281,224
9274,35,28
9275,310,248
9276,189,151
9277,183,146
9278,367,293
9279,372,297
9280,314,251
9281,92,73
9282,471,376
9283,125,100
9284,125,100
9285,79,63
9286,167,133
9287,231,184
9288,364,291
9289,123,98
9290,56,44
9291,284,227
9292,41,32
9293,100,80
9294,147,117
9295,235,188
9296,226,180
9297,76,60
9298,192,153
9299,155,124
9300,322,257
9301,46,36
9302,94,75
9303,184,147
9304,118,94
9305,115,92
9306,337,269
9307,182,145
9308,16,12
9309,163,130
9310,375,300
9311,310,248
9312,420,336
9313,184,147
9314,360,288
9315,489,391
9316,233,186
9317,386,308
9318,115,92
9319,238,190
9320,65,52
9321,315,252
9322,336,268
9323,149,119
9324,488,390
9325,372,297
9326,117,93
9327,104,83
9328,349,279
9329,127,101
9330,299,239
9331,305,244
9332,193,154
9333,164,131
9334,328,262
9335,164,131
9336,275,220
9337,64,51
9338,88,70
9339,201,160
9340,23,18
9341,73,58
9342,385,308
9343,24,19
9344,64,51
9345,22,17
9346,437,349
9347,492,393
9348,145,116
9349,371,296
9350,303,242
9351,381,304
9352,192,153
9353,104,83
9354,321,256
9355,488,390
9356,226,180
9357,126,100
9358,432,345
9359,50,40
9360,330,264
9361,211,168
9362,144,115
9363,206,164
9364,491,392
9365,176,140
9366,184,147
9367,355,284
9368,63,50
9369,407,325
9370,459,367
9371,230,184
9372,163,130
9373,176,140
9374,243,194
9375,93,74
9376,244,195
9377,251,200
9378,35,28
9379,375,300
9380,392,313
9381,239,191
9382,381,304
9383,270,216
9384,487,389
9385,432,345
9386,69,55
9387,22,17
9388,173,138
9389,288,230
9390,376,300
9391,101,80
9392,111,88
9393,294,235
9394,310,248
9395,167,133
9396,118,94
9397,135,108
9398,66,52
9399,260,208
9400,497,397
9401,292,233
9402,459,367
9403,207,165
9404,70,56
9405,333,266
9406,341,272
9407,440,352
9408,186,148
9409,342,273
9410,66,52
9411,480,384
9412,67,53
9413,264,211
9414,322,257
9415,171,136
9416,91,72
9417,183,146
9418,63,50
9419,71,56
9420,242,193
9421,177,141
9422,340,272
9423,20,16
9424,420,336
9425,480,384
9426,206,164
9427,214,171
9428,120,96
9429,269,215
9430,293,234
9431,132,105
9432,204,163
9433,96,76
9434,484,387
9435,126,100
9436,301,240
9437,19,15
9438,269,215
9439,244,195
9440,225,180
9441,420,336
9442,431,344
9443,196,156
9444,264,211
9445,160,128
9446,132,105
9447,158,126
9448,146,116
9449,440,352
9450,424,339
9451,78,62
9452,477,381
9453,315,252
9454,314,251
9455,35,28
9456,131,104
9457,497,397
9458,317,253
9459,480,384
9460,137,109
9461,457,365
9462,147,117
9463,75,60
9464,75,60
9465,217,173
9466,354,283
9467,394,315
9468,465,372
9469,194,155
9470,418,334
9471,224,179
9472,47,37
9473,17,13
9474,204,163
9475,408,326
9476,33,26
9477,431,344
9478,96,76
9479,232,185
9480,35,28
9481,230,184
9482,155,124
9483,156,124
9484,86,68
9485,256,204
9486,204,163
9487,340,272
9488,112,89
9489,382,305
9490,365,292
9491,207,165
9492,486,388
9493,434,347
9494,215,172
9495,437,349
9496,385,308
9497,437,349
9498,109,87
9499,311,248
9500,302,241
9501,51,40
9502,73,58
9503,295,236
9504,352,281
9505,270,216
9506,313,250
9507,387,309
9508,325,260
9509,432,345
9510,451,360
9511,481,384
9512,490,392
9513,285,228
9514,449,359
9515,387,309
9516,170,136
9517,269,215
9518,492,393
9519,290,232
9520,146,116
9521,393,314
9522,394,315
9523,351,280
9524,146,116
9525,400,320
9526,479,383
9527,323,258
9528,289,231
9529,286,228
9530,489,391
9531,36,28
9532,479,383
9533,258,206
9534,309,247
9535,123,98
9536,221,176
9537,225,180
9538,373,298
9539,494,395
9540,417,333
9541,196,156
9542,117,93
9543,313,250
9544,122,97
9545,97,77
9546,72,57
9547,429,343
9548,94,75
9549,293,234
9550,16,12
9551,385,308
9552,323,258
9553,258,206
9554,316,252
9555,335,268
9556,280,224
9557,376,300
9558,122,97
9559,441,352
9560,226,180
9561,35,28
9562,196,156
9563,186,148
9564,487,389
9565,386,308
9566,172,137
9567,403,322
9568,181,144
9569,24,19
9570,297,237
9571,380,304
9572,483,386
9573,30,24
9574,429,343
9575,458,366
9576,186,148
9577,357,285
9578,15,12
9579,154,123
9580,418,334
9581,55,44
9582,456,364
9583,461,368
9584,359,287
9585,365,292
9586,425,340
9587,488,390
9588,167,133
9589,61,48
9590,247,197
9591,351,280
9592,243,194
9593,210,168
9594,473,378
9595,140,112
9596,443,354
9597,443,354
9598,456,364
9599,165,132
9600,175,140
9601,121,96
9602,123,98
9603,169,135
9604,263,210
9605,202,161
9606,156,124
9607,492,393
9608,320,256
9609,219,175
9610,395,316
9611,383,306
9612,273,218
9613,25,20
9614,90,72
9615,67,53
9616,288,230
9617,248,198
9618,45,36
9619,273,218
9620,72,57
9621,430,344
9622,361,288
9623,498,398
9624,261,208
9625,222,177
9626,158,126
9627,255,204
9628,300,240
9629,382,305
9630,387,309
9631,22,17
9632,406,324
9633,76,60
9634,160,128
9635,447,357
9636,447,357
9637,250,200
9638,24,19
9639,298,238
9640,185,148
9641,75,60
9642,428,342
9643,162,129
9644,96,76
9645,467,373
9646,262,209
9647,356,284
9648,237,189
9649,171,136
9650,314,251
9651,393,314
9652,48,38
9653,171,136
9654,88,70
9655,87,69
9656,220,176
9657,62,49
9658,438,350
9659,205,164
9660,101,80
9661,273,218
9662,195,156
9663,404,323
9664,339,271
9665,312,249
9666,136,108
9667,159,127
9668,401,320
9669,476,380
9670,21,16
9671,345,276
9672,344,275
9673,434,347
9674,314,251
9675,71,56
9676,163,130
9677,152,121
9678,200,160
9679,82,65
9680,163,130
9681,79,63
9682,232,185
9683,90,72
9684,496,396
9685,308,246
9686,286,228
9687,336,268
9688,26,20
9689,268,214
9690,295,236
9691,116,92
9692,484,387
9693,400,320
9694,424,339
9695,149,119
9696,317,253
9697,295,236
9698,442,353
9699,359,287
9700,456,364
9701,91,72
9702,167,133
9703,77,61
9704,60,48
9705,95,76
9706,79,63
9707,440,352
9708,432,345
9709,36,28
9710,143,114
9711,54,43
9712,370,296
9713,158,126
9714,235,188
9715,496,396
9716,483,386
9717,166,132
9718,443,354
9719,189,151
9720,422,337
9721,150,120
9722,203,162
9723,228,182
9724,308,246
9725,165,132
9726,12,9
9727,308,246
9728,452,361
9729,110,88
9730,88,70
9731,445,356
9732,361,288
9733,246,196
9734,185,148
9735,10,8
9736,63,50
9737,346,276
9738,406,324
9739,356,284
9740,284,227
9741,33,26
9742,297,237
9743,30,24
9744,481,384
9745,15,12
9746,78,62
9747,230,184
9748,207,165
9749,412,329
9750,162,129
9751,339,271
9752,303,242
9753,310,248
9754,413,330
9755,104,83
9756,322,257
9757,437,349
9758,254,203
9759,211,168
9760,386,308
9761,465,372
9762,134,107
9763,382,305
9764,369,295
9765,15,12
9766,312,249
9767,261,208
9768,347,277
9769,129,103
9770,85,68
9771,416,332
9772,66,52
9773,234,187
9774,23,18
9775,133,106
9776,483,386
9777,396,316
9778,292,233
9779,491,392
9780,489,391
9781,412,329
9782,312,249
9783,230,184
9784,445,356
9785,364,291
9786,24,19
9787,55,44
9788,399,319
9789,444,355
9790,14,11
9791,309,247
9792,214,171
9793,313,250
9794,455,364
9795,457,365
9796,378,302
9797,246,196
9798,428,342
9799,152,121
9800,499,399
9801,197,157
9802,491,392
9803,155,124
9804,275,220
9805,271,216
9806,55,44
9807,62,49
9808,32,25
9809,129,103
9810,481,384
9811,260,208
9812,155,124
9813,435,348
9814,128,102
9815,443,354
9816,269,215
9817,461,368
9818,309,247
9819,347,277
9820,365,292
9821,366,292
9822,481,384
9823,346,276
9824,238,190
9825,184,147
9826,304,243
9827,318,254
9828,360,288
9829,110,88
9830,468,374
9831,302,241
9832,366,292
9833,305,244
9834,326,260
9835,333,266
9836,226,180
9837,436,348
9838,311,248
9839,176,140
9840,484,387
9841,398,318
9842,73,58
9843,438,350
9844,306,244
9845,181,144
9846,446,356
9847,498,398
9848,378,302
9849,255,204
9850,205,164
9851,125,100
9852,459,367
9853,167,133
9854,221,176
9855,352,281
9856,212,169
9857,414,331
9858,456,364
9859,453,362
9860,470,376
9861,367,293
9862,33,26
9863,211,168
9864,89,71
9865,236,188
9866,338,270
9867,225,180
9868,62,49
9869,86,68
9870,188,150
9871,154,123
9872,442,353
9873,495,396
9874,212,169
9875,59,47
9876,231,184
9877,128,102
9878,238,190
9879,59,47
9880,477,381
9881,428,342
9882,308,246
9883,114,91
9884,40,32
9885,72,57
9886,78,62
9887,153,122
9888,116,92
9889,477,381
9890,99,79
9891,390,312
9892,50,40
9893,262,209
9894,408,326
9895,249,199
9896,412,329
9897,132,105
9898,83,66
9899,97,77
9900,138,110
9901,204,163
9902,315,252
9903,20,16
9904,152,121
9905,210,168
9906,348,278
9907,391,312
9908,203,162
9909,359,287
9910,135,108
9911,106,84
9912,262,209
9913,457,365
9914,490,392
9915,164,131
9916,432,345
9917,89,71
9918,330,264
9919,25,20
9920,471,376
9921,402,321
9922,396,316
9923,319,255
9924,463,370
9925,342,273
9926,281,224
9927,41,32
9928,230,184
9929,475,380
9930,488,390
9931,296,236
9932,203,162
9933,327,261
9934,35,28
9935,218,174
9936,167,133
9937,209,167
9938,411,328
9939,132,105
9940,294,235
9941,453,362
9942,215,172
9943,499,399
9944,110,88
9945,353,282
9946,42,33
9947,313,250
9948,158,126
9949,407,325
9950,388,310
9951,152,121
9952,119,95
9953,372,297
9954,180,144
9955,17,13
9956,63,50
9957,45,36
9958,102,81
9959,485,388
9960,101,80
9961,449,359
9962,361,288
9963,137,109
9964,195,156
9965,280,224
9966,159,127
9967,141,112
9968,320,256
9969,38,30
9970,256,204
9971,278,222
9972,384,307
9973,406,324
9974,467,373
9975,189,151
9976,413,330
9977,212,169
9978,225,180
9979,384,307
9980,190,152
9981,92,73
9982,356,284
9983,41,32
9984,283,226
9985,492,393
9986,416,332
9987,411,328
9988,205,164
9989,120,96
9990,161,128
9991,315,252
9992,309,247
9993,336,268
9994,379,303
9995,129,103
9996,435,348
9997,472,377
